"packetErrorRate:vector manet.host[0].wlan[0].radio ($rateControl="""", $bitrate=6, #0 - Dynamic-0-20220517-11:59:51-11324)",
7.274366174058,0
7.274894174038,0
7.27572317401,0.000000000013453238
7.276448173986,0.000000000128201449
7.277251807642,0
7.277932807623,0
7.277982178479,0
7.278362812064,0
7.279609445567,0
7.279737079054,0
7.28021271252,0
7.280632712506,0
7.281768345898,0
7.282442345876,0.000003548252044183
7.283066715691,0
7.2847173458,0
7.28917797866,0
7.291068611397,0
7.291285244117,0
7.292559244079,0.000000002829136924
7.295682780677,0
7.301143778957,0
7.303387947687,0
7.304346579537,0
7.306781211274,0
7.307565842913,0
7.311519474285,0
7.317069105355,0
7.318205637093,0
7.318825637073,0
7.320527168143,0
7.320883168131,0
7.321047699128,0
7.321397329848,0
7.321596960551,0
7.322138591231,0
7.32247959122,0
7.323207591196,0
7.323863591174,0
7.323912952755,0
7.329314582948,0
7.329797213106,0
7.330896843195,0
7.331559473236,0
7.33308947319,0
7.333483473179,0
7.335424473115,0
7.33677347307,0
7.337318528646,0
7.337911528626,0
7.338927528593,0
7.340811158024,0
7.347690786996,0
7.348690415929,0
7.34911504481,0
7.352452673549,0
7.353026198203,0.000000001925395842
7.353553198185,0
7.354674198148,0.000000000000791366
7.361245826259,0.000000550492126105
7.363361454195,0
7.370181603237,0.000003490443323483
7.373509603127,0
7.374664954448,0
7.374833123309,0
7.375761750428,0
7.37597837753,0
7.376350004611,0
7.377030631643,0
7.377402258654,0
7.377817258645,0
7.37857125862,0.00000000002848921
7.379173885511,0
7.380688512348,0.000000127326045706
7.383379138965,0
7.384262765521,0
7.384563392057,0
7.397079017999,0
7.397861017973,0.000000002941007437
7.398583643588,0
7.398800269186,0
7.400618894667,0
7.401745520071,0
7.403341865612,0
7.404551519986,0
7.406255145096,0
7.406800770168,0
7.407783395178,0
7.408712020124,0
7.41395864489,0
7.414007988324,0
7.419191612584,0
7.426954236354,0
7.428282236311,0.00000000007043166
7.429709859881,0
7.431390483338,0
7.433862483261,0.000007339599449207
7.438056106284,0
7.444618729015,0
7.445436728988,0.000000001369784285
7.446256351471,0
7.449648973735,0
7.449865595982,0
7.450139218212,0
7.454601840152,0
7.455264462046,0
7.455708083913,0
7.456870705701,0
7.459022327352,0
7.461821948876,0
7.463946570202,0
7.467248191315,0
7.467928812381,0
7.471357433223,0
7.472430053998,0
7.473415674724,0
7.485087294674,0
7.485722914579,0
7.486831534415,0
7.487048154234,0
7.488893773936,0
7.489110393621,0
7.489420013286,0
7.489836632927,0
7.492629252383,0
7.494429871724,0
7.494646491048,0
7.495629110311,0
7.496183729535,0
7.498092348638,0
7.498948967682,0
7.50258458649,0
7.504169205198,0
7.510887823565,0.000000000126618715
7.517120764217,0
7.517190933187,0
7.517626255829,0
7.522126933034,0
7.522772423731,0
7.523386041191,0
7.524769658558,0
7.526134658518,0
7.536685275451,0
7.537278275432,0
7.538195275402,0
7.541627762804,0.000000207813736774
7.544911378867,0
7.545318994906,0
7.547599610815,0
7.548292226659,0
7.548978842459,0
7.549305458241,0
7.550441073946,0
7.553065174128,0.000000035728539682
7.553802174104,0.000000000175923275
7.55465978954,0
7.556943404825,0
7.558817020029,0
7.564667634887,0
7.569962946896,0
7.570131115902,0
7.577974729862,0
7.578433343761,0
7.58222282247,0
7.582272132189,0
7.583642745755,0
7.588611358961,0
7.588956972183,0
7.590629972136,0.00000644858790455
7.592701585119,0
7.597164197812,0
7.60380481024,0
7.6050658102,0.000006415340646492
7.605483284377,0
7.606193284354,0
7.609286284254,0
7.616990895674,0
7.618638506991,0
7.618855118292,0
7.620336118248,0
7.620800118233,0
7.621611118207,0.000000705604706996
7.621660420057,0
7.621931118197,0
7.62494672911,0
7.625591339979,0
7.626412950795,0
7.631541561286,0
7.632007171756,0
7.63410478208,0
7.636067392281,0
7.636568002447,0
7.636939612592,0
7.638093222661,0
7.643329832397,0
7.643546442117,0
7.654402051139,0
7.658399659934,0
7.664581659737,0
7.666118584168,0
7.666477584157,0.000000119324031766
7.667187584134,0
7.668962045924,0
7.673313114682,0
7.674257114652,0
7.675471114614,0
7.681168721937,0
7.68163432924,0.000000607373178973
7.683043936476,0
7.683309936467,0
7.686896936353,0
7.692913936162,0
7.692963223812,0
7.694985392838,0
7.697307999133,0
7.697621999129,0
7.697839454934,0
7.698779347652,0
7.699451061136,0.000000000117122311
7.700334667241,0
7.710216272719,0
7.712189331101,0.00000010595012323
7.712782331083,0
7.713528331059,0
7.715668330991,0
7.717233330941,0
7.718978330886,0.000000000024172663
7.719465613252,0
7.719740613188,0
7.720543218024,0
7.723589950251,0
7.724304668658,0
7.724951668637,0.000000217872225483
7.726201668598,0
7.729018272883,0
7.732002272792,0
7.733351876827,0
7.734952480728,0
7.738218363129,0
7.739152532215,0
7.739772532196,0
7.740698532166,0
7.742362532114,0
7.746695135284,0
7.747794738382,0
7.748202341458,0
7.748418944517,0
7.751541547382,0
7.752006150215,0
7.755715150102,0
7.761324149925,0.000000529774941804
7.761373423988,0
7.762950026134,0
7.76456902609,0
7.769249069583,0
7.769650069571,0
7.770249069552,0
7.771214510949,0
7.775063510828,0
7.77850951072,0
7.779064390249,0
7.77966539023,0
7.780969390189,0
7.782505991105,0
7.78358759195,0
7.783866591945,0
7.783915861541,0
7.78578846225,0
7.786005062943,0
7.787949663517,0
7.788166264074,0
7.788852864588,0
7.792434464986,0
7.798547064968,0.000000009358849695
7.810670097758,0
7.810887531194,0
7.811144531186,0
7.811401531178,0
7.812634795049,0
7.821154530876,0.000000291292646004
7.82800612894,0
7.828222726988,0
7.828666325011,0
7.829211922997,0
7.831021520873,0
7.831238118732,0
7.833847716429,0
7.834255314103,0
7.847306910963,0
7.850531507716,0.000004273585416547
7.850580764121,0
7.85305236062,0
7.861167956792,0
7.866460209897,0
7.867479805501,0
7.871511400867,0
7.876765995951,0
7.886111590495,0.000000000002685851
7.893779184464,0
7.894573778384,0
7.907474371505,0
7.908465964567,0
7.912623557499,0
7.914955150158,0
7.915389742792,0
7.915606335411,0
7.915950928011,0
7.916167520595,0
7.921350112903,0.000005302371260951
7.921399355339,0
7.926351539467,0
7.926568131408,0
7.928347131357,0.000004881767947217
7.928612541601,0
7.929887541562,0
7.93072613325,0
7.931681133225,0.00000586039487016
7.93755472449,0
7.940396724409,0
7.940445963094,0
7.942904724331,0.000000317078155287
7.943122131722,0
7.943476539062,0
7.944331946195,0
7.944979353238,0.000000011717027348
7.945028591021,0
7.945635353217,0
7.945684590872,0
7.946091760064,0
7.94828035067,0
7.949114941245,0
7.956143531425,0
7.956360936215,0
7.956410171752,0
7.956698936204,0
7.95878793614,0.000004210412438254
7.960921936075,0.000000001155395779
7.961618339906,0.000000324264148865
7.962026743611,0
7.962244147246,0
7.962663147233,0.000002801281652198
7.96271238153,0
7.964886971116,0
7.967929963211,0
7.969027365527,0.000000248147137282
7.970834365471,0
7.976069365311,0.000000589080934809
7.976118596979,0
7.981278185652,0
7.982573774163,0
7.982919173758,0
7.983650762194,0
7.984682749823,0.000000000076762596
7.985255338168,0
7.985980338146,0.000004756753928969
7.986029567859,0
7.987454156077,0
7.988698554684,0
7.988985554675,0
7.993555554536,0.00000000002935252
8.002695554259,0.000000171178705543
8.003432554236,0
8.007345554117,0
8.007992554097,0
8.010669140878,0
8.0225651492,0
8.022610313824,0
8.022912654574,0
8.024552612486,1
8.027366314907,0
8.028844297179,0
8.029397046945,0
8.02944221179,0
8.029520046929,0
8.030498421674,0
8.030680761335,0
8.031629275225,0.000000004654316931
8.031873885571,0
8.033260260233,0
8.033685921947,0
8.034247219353,0
8.034411560621,0
8.034820860753,0
8.034914950674,0
8.036707607113,0.000000000000479616
8.037603827389,1
8.039053917174,0
8.041275133304,0
8.042310914401,0
8.044801132852,0
8.045926132708,0.000000000027434055
8.046148132679,0.000000008177746479
8.046304506849,0
8.046481506826,0.000000000000671462
8.046526672224,0
8.046682880976,0
8.052162913256,0.000000003436115392
8.059540913035,0
8.062478127954,0
8.063339293789,0
8.067860293355,0
8.068184500498,0
8.073920499762,0
8.076814668904,0
8.077081261906,0
8.077582050032,0
8.07832505001,0
8.080481049944,0.000000001413381411
8.084815049813,0
8.090616049638,0
8.090943428079,0
8.095001805798,0
8.095492805783,0
8.109619805357,0
8.10994180535,0
8.11060680533,0
8.110656010626,0
8.111337385017,0
8.11161717985,0
8.11361617979,0
8.118283179649,0
8.118584552685,0
8.118911925666,0
8.119522925648,0
8.120412925621,0
8.131901925275,0
8.133412126073,0
8.13964192504,0.000000000527050403
8.139969293911,0.000000006323837453
8.140235862236,0
8.140416662718,0
8.141488662686,0.000000003626043465
8.145710662559,0.000000000005539568
8.152984662344,0
8.153646394844,0.000000812708801811
8.154428394821,0
8.155057394802,0
8.159527394668,0
8.168175394409,0
8.168392757726,0
8.168793757714,0
8.168842951645,0
8.170405757666,0.000005080284521397
8.171189120428,0
8.171796845801,0
8.173719570889,0
8.174318570871,0.000000039274750895
8.174367763725,0
8.175403570839,0
8.17979457071,0
8.180531570688,0.000000007403549773
8.180748931598,0.000000002398633291
8.181495292367,0
8.182816292327,0
8.183967292293,0
8.185766292239,0
8.188654292153,0.00000312240632927
8.188871651482,0
8.189457651464,0
8.189506841369,0
8.190172010616,0.000000004626475202
8.190423010609,0
8.1948233692,0
8.203460368943,0
8.204758555838,0
8.205054725101,0
8.205103911974,0
8.206344081206,0
8.209643267093,0
8.212158435882,0
8.213605435839,0
8.215133435793,0
8.215742789958,0
8.216805789927,0
8.218007789891,0
8.221054789801,0
8.221391142819,0
8.223082495449,0
8.223811847991,0
8.22417984798,0.000000000018992807
8.224502847971,0.000000000015539569
8.233759847696,0
8.234971847663,0
8.235816847638,0
8.236598847614,0
8.236648028351,0
8.237199197608,0
8.237663197594,0.000003758110015628
8.239779197531,0.00000012305280872
8.241733546863,0
8.245466546753,0.000000291765355764
8.253629546509,0
8.2539225465,0
8.255269239501,0.00000023234215063
8.25668958577,0.000000000004028777
8.264893585528,0
8.267256929614,0
8.267585929605,0
8.273576929428,0
8.277606271446,0
8.278235271428,0.000012240291989872
8.279709271384,0
8.280851271351,0
8.282105443224,0
8.288427271128,0
8.288973271109,0
8.289739271086,0
8.291702610722,0.000000029905613652
8.29175178076,0
8.294292610646,0.000000001240863412
8.294509949455,0
8.295032118837,0
8.295464949427,0
8.302054949233,0
8.302430949225,0
8.304547286256,0
8.305611623049,0
8.307202623002,0
8.310377622909,0.000000000040287773
8.315704622753,0
8.315753788138,0
8.318245622676,0
8.318907290915,0.000000001457697962
8.319270624947,0
8.319935624928,0.000000087428493222
8.321742624875,0
8.3241541217,0
8.324343957941,0
8.328029290173,0
8.328829290149,0.000000001125371795
8.332957290029,0
8.335666289947,0
8.337803620346,0
8.337852781453,0
8.340137950666,0
8.342711280135,0.00000091460685192
8.345558938452,0
8.347319938401,0
8.351671938274,0
8.35497893818,0
8.365847937863,0
8.369084937767,0
8.369479417081,0
8.37055758633,0
8.37123758631,0.000005615393732449
8.373150586254,0
8.378962908717,0
8.379581231129,0
8.381526553377,0
8.383541553319,0.000000002963741252
8.386501553233,0
8.390442553119,0.000000100934680058
8.390764553112,0
8.392391553064,0
8.395845552964,0
8.398814552878,0
8.399857552848,0
8.408350552599,0.000000000000791366
8.408399700068,0
8.40874086934,0.000000545614480151
8.409387869321,0
8.410644185727,0.000000000005539568
8.410928185719,0
8.41122118571,0.000000000008705036
8.413746185637,0
8.421724499656,0
8.421941813825,0
8.422860813798,0
8.424017813765,0
8.432568813518,0
8.436482813405,0
8.447957952929,0
8.456925812819,0
8.459723812739,0
8.464411812604,0
8.492810943005,0
8.501388811543,0
8.504840811445,0.000000996337645164
8.50781581136,0
8.515646811136,0
8.554627810031,0
8.555346810011,0.000000001826379047
8.573249809501,0.000000000027697844
8.587929809087,0
8.602170808688,0
8.602388088185,0
8.602852088171,0
8.602901198281,0
8.60396908814,0
8.614694087838,0.000000030360793545
8.615562364851,0
8.616426641667,0
8.616924749084,0
8.617265749009,0
8.619265025196,0
8.620403470451,0.000001259161305777
8.621445470427,0
8.622221522676,0
8.622973470385,0
8.623022576654,0
8.623546745889,0
8.623974745877,0
8.625050745847,0
8.625559745832,0
8.626248745813,0.000000791641268649
8.629287912983,0
8.631657513547,0
8.631861513531,0
8.63352540711,0
8.634559407081,0
8.635130167714,1
8.640911913106,0
8.64530091298,0
8.646311184201,0
8.646360286015,0
8.64706618418,0
8.647463007404,0
8.647765455074,0.000000000003165467
8.648445455055,0.0000000000886331
8.648494556456,0
8.648702455048,0
8.656686454828,0.000001098563715884
8.659493454749,0.000002024664027988
8.660075723273,0
8.660602723259,0.000000004098489547
8.661183723243,0
8.662439723207,0.00000000089899288
8.662488821938,0
8.663713723172,0
8.667934723055,0
8.670039722996,0
8.673143722909,0.000000000018992807
8.674065832561,1
8.674228728124,0
8.674443817713,0
8.674600522891,0.000000013021344003
8.676010155747,0
8.678388843474,0
8.68040963666,0
8.681453206372,0.000000000016187051
8.681608206358,0
8.681945282666,0
8.682902383501,0.000000000220143903
8.684994556851,0.000000299859213126
8.685947278192,0
8.686158611988,0.000000003268585402
8.686610594346,1
8.686696284031,1
8.688318283183,0.000000001438009711
8.688533128883,0
8.690218502609,0.000000310730673969
8.690416174436,0.000000000022062351
8.691693551585,0
8.692154764009,0
8.698013429516,0.000000011205756322
8.698098518842,0
8.698328347213,0
8.698832281364,0
8.701488226138,0
9.622262313638,0.000000386478016811
9.622365167796,0
9.623075706617,0
9.623265391178,0
9.62459081083,0
9.625571349043,0
9.625787887122,0
9.625992887118,0.000000000000287769
9.626421425034,0
9.633479107314,0.000000000261966448
9.646277126187,0
9.646415126184,0
9.647691447823,0
9.648462833683,0
9.649466962956,0
9.650059559374,0
9.652021705726,0.000000000751175122
9.654716305871,0.000000001074628386
9.656382801998,0
9.664801043164,0
9.664845896187,0
9.665145896145,0
9.671323393647,0
9.671665009261,0.000000454510630132
9.675000427175,0.000000256448549951
9.675227420154,1
9.67657544769,0
9.676905427146,0
9.678102433399,0.000000000085251805
9.680015765065,0
9.680323787791,0
9.680718626515,0
9.682582552834,0
9.683196262123,1
9.683381179643,1
9.68608198548,0
9.686257775606,0
9.687315770933,0
9.693754188206,0
9.70611960506,0
9.709126021852,0
9.71060610391,0
9.711361103731,0
9.725414519931,0
9.725633936122,0
9.72664635228,0
9.728329768408,0
9.72935476839,0
9.730733454235,0
9.730902305481,0.000000299709621787
9.731443305472,0
9.734330721368,0
9.736963796732,0
9.789672210829,0
9.789887708463,0
9.811273121772,0
9.812929535025,0
9.813845535013,0.000000382559192324
9.813892177717,0
9.815895534979,0.000001600133722634
9.817318176911,0
9.81833402578,0
9.818380667494,0
9.830531080159,0
9.839696978064,0.000003441076884325
9.847644873592,0
9.847691508902,0
9.89164791954,0
9.893328330141,0.000005461519192895
9.894588802257,0
9.926010211762,0
9.930235211696,0.000000005260240243
9.930281829015,0
9.930497292024,0
10.022604166904,0
10.039132572729,0
10.040108978531,0.000000000401534805
10.040155572006,0
10.040324414648,0
10.077634819274,0
10.078857819254,0.000000001126714721
10.133283222068,0
10.148299624406,0
10.150269435913,0
10.17801783731,0
10.179131802164,0
10.195212203022,0
10.200405603724,0.000007286745123402
10.200667559496,0
10.222840959487,0
10.225184359422,0
10.23440475906,0.00000000270196665
10.237949546506,0
10.237996097346,0
10.321439494279,0
10.332037890896,0
10.33371889087,0
10.336272890831,0
10.34136028719,0
10.345758814913,0
10.403627209336,0
10.521002600238,0
10.521820600227,0
10.523577991053,0
10.525033381851,0.000000021661392568
10.525707381841,0
10.528711381796,0.000000000275299782
10.528926698885,0.000000007506115728
10.536293089335,0
10.541391479633,0
10.541610869924,0
10.547232354878,0
10.548550744976,0
10.548597229711,0
10.54968974496,0.000000330500910528
10.549736229454,0
10.550054744954,0
10.556387134808,0
10.562295315421,0
10.564872705027,0
10.566988575441,0
10.600359964003,0
10.602720736639,0
10.611400124887,0
10.611615421969,0
10.612501718858,0
10.638508106308,0
10.641544783534,0.000000003806475135
10.646099577339,0
10.646228592199,0
10.646389554816,0
10.646789502569,0
10.64739850256,0.000000000000383693
10.64847188972,0
10.648640889717,0
10.648763889715,0
10.648807904564,0
10.649331291702,0
10.650836678806,0.000000000290455659
10.652320656236,0
10.652785656227,0
10.653224043249,0
10.663906429963,0
10.665614444703,0
10.665756429936,0.000000014897747036
10.666244816581,0
10.66699581657,0
10.667883816557,0.000000001231175161
10.670244203097,0
10.670288217838,0
10.670646165712,0
10.67069018045,0
10.670808128329,0
10.670852143067,0
10.670943090947,0
10.671246090943,0
10.671756090936,0
10.671800105668,0
10.671981053552,0
10.672652030892,0
10.672982978778,0.000000000931223098
10.673806365206,0
10.6741833652,0
10.6766289958,0
10.677887276863,0.000000069216118614
10.677933734372,0
10.681083577455,0
10.6817755773,0
10.682830400513,0.000000016889353804
10.683268856898,0
10.690130242853,0
10.690540628797,0
10.691412014723,0
10.704429400269,0
10.704648785807,0
10.706659171295,0
10.716127556505,0
10.744657940898,0
10.745970648821,0
10.747554033152,0.000007947737371671
10.749257417426,0
10.749793417419,0
10.761747241307,0
10.762830501743,0
10.767131885497,0
10.771939269115,0
10.772158652726,0
10.772436652725,0
10.773450036308,0
10.775200857006,0
10.775743677422,0.000000000003165467
10.786550060626,0
10.796551443548,0
10.804958826232,0
10.82416120839,0
10.824207635337,0
10.82487263519,0
10.825041454019,0
10.825353880714,0
10.82690526278,0
10.874517643544,0
10.918927023051,0
10.920346402533,0
10.92056162524,0.000000000017410073
10.921070625233,0.000007060763297261
10.931911004382,0
10.933165383503,0
10.933380603136,0.000000000022949642
10.980804980945,0
10.989049358531,0
10.996955113462,0
11.002391490686,0
11.006787867836,0.000000068071946079
11.008032244905,0
11.014514009347,0
11.015087621812,0
11.015302821833,0
11.023367198487,0
11.027421198435,0
11.037261574716,0
11.040972144803,0
11.04139252678,0
11.065460090381,0.000000000087050366
11.067645465844,0
11.074495841128,0.000000000006906475
11.074542216297,0
11.078821591462,0
11.07940596661,0
11.08111296659,0
11.082468150822,0
11.084755150791,0
11.087938523166,0
11.153570896347,0
11.158657269395,0
11.15986764241,0
11.1608646424,0
11.160910999879,0
11.161421642393,0
11.161467999758,0
11.162653372707,0
11.165645745583,0
11.165692102086,0
11.168411909159,0
11.198838281168,0
11.200155437159,0
11.248121807881,0
11.252019952315,0.00000012459913945
11.2520662912,0
11.25586029038,0
11.312576659443,0
11.313101028498,0.000000047667149227
11.315519028467,0.000000009973909698
11.316751028451,0.000004481074105999
11.31701248235,0
11.317223156643,0.000000002573525392
11.317696156637,0
11.328740525289,0
11.332872893874,0
11.333315018238,0.000001018270267105
11.33336134064,0
11.336093018203,0
11.336139340043,0
11.343371018111,0
11.344381386365,0
11.345393754595,0
11.345907122816,0
11.346215244093,0
11.347689612275,0.000000681579108263
11.349263612255,0.000000895443132975
11.349625980377,0
11.349948980375,0.000001176815912606
11.350687100698,0
11.407152714921,0
11.412114388018,0
11.412329493598,0
11.413873860107,0
11.414913226589,0
11.424680959315,0.000000002190503778
11.427528325514,0
11.432470325452,0.000000437318790069
11.445751691214,0
11.447460788864,0
11.447507088243,0
11.447950886134,0.000000004179208978
11.458389251538,0
11.467038616729,0
11.473608981765,0.000002755643641383
11.474225072861,0
11.47523343785,0
11.475452802832,0
11.477113167785,0
11.480606257341,0
11.496892621797,0
11.497159621795,0
11.499085986206,0
11.499801986197,0
11.503715358437,0
11.504820010578,0
11.513714374625,0
11.514618738649,0
11.518099023825,0
11.523685671781,0
11.524186671664,0
11.527743035368,0
11.528021035367,0
11.528067318588,0
11.529242682256,0
11.53225404585,0
11.53326904584,0.000000090870411195
11.53595540936,0
11.545196772575,0
11.549158135769,0
11.551584571712,0
11.552376850064,0
11.553437716467,0
11.573367079066,0
11.579018145437,0
11.579064418461,0
11.605615780288,0
11.607673201798,0
11.607719469112,0
11.633124830282,0
11.634766191412,0
11.634973191411,0
11.635019453296,0
11.64387181421,0
11.645048814199,0.000000000048345327
11.645095074089,0
11.649112123644,0
11.653764864506,0
11.660049481967,0
11.660218272305,0
11.713693877879,0
11.783645235534,0
11.787920593124,0
11.792826950619,0.000006401020436252
11.792873181289,0
11.852658537371,0
11.854622124941,0.236659924395410003
11.860547929677,0
11.866647285502,0.000000010245828185
12.647743041614,0
12.648246381434,0.000000077656502672
12.650388873953,0
12.654900193649,0.000000000194124716
12.657265476625,0.000000000214148698
12.658132613728,0
12.658941801406,0
12.659306399644,0
12.659416399642,0.000095948224357655
12.659547354102,0
12.660128270788,0
12.661568827197,1
12.662870115725,1
12.664060537829,0
12.664152537821,0
12.664272155897,0
12.664346155896,0
12.66502762095,0.000000000000359712
12.66659787513,0.00000000129892097
12.667578349838,0
12.667752700642,0
12.667805645189,0
12.668335708519,1
12.668452934887,0
12.670024612887,0
12.671042449828,0
12.671290048543,0
12.671428694685,0
12.671539961245,0
12.671640089041,0
12.671981536955,0
12.672267101604,0.000000104979860027
12.672641844407,0
12.673280232958,0.000000001312350228
12.674391302902,1
12.674745092311,0
12.67537722806,1
12.675503984457,0
12.675589475391,0
12.677112642409,0.000000001041846608
12.67755874266,1
12.677780140697,1
12.678484186764,0
12.678894585688,0
12.680579814804,0
12.682413207196,0
12.685071546346,0
12.685764807448,0
12.687343146558,0
12.687562485663,0
12.688686545224,0
12.700514884096,0
12.701581222948,0
12.704876368634,0
12.70527736863,0.000000000000791366
12.718814707173,0
12.720522760848,0
12.732634099157,0
12.733144099152,0.00000004059316816
12.73341589959,0
12.747869237626,0
12.748705237619,0.000001065537176603
12.798788574747,0
12.801344950657,0
12.804630287683,0
12.807305624663,0
12.811674961571,0
12.813013961559,0.000003960849673689
12.813274780688,0
12.813764117555,0
12.830685454128,0
12.83132079069,0
12.833951127207,0
12.848040463481,0
12.850235573947,0
12.857810910053,0
12.860533246117,0.000001188155564268
12.862295246101,0.000000000004028777
12.866137582064,0
12.886965917672,0
12.88978791765,0.000000000040287773
12.890048705567,0
12.8915670411,0
12.891936063359,0
12.893552041083,0.000008468130899497
12.942777375751,0
12.946570475397,0
12.954386809871,0
12.955016144334,0
12.955384144333,0.000000005189065177
12.972335478514,0
12.972550225415,0
12.975510559539,0
13.00573989317,0
13.006350893165,0
13.009084893143,0
13.009345632852,0
13.020743966234,0
13.035933299374,0
13.047695632319,0
13.048671965249,0
13.04919329817,0
13.092714630398,0
13.122190962157,0
13.124776293877,0
13.126346605567,0
13.127946605269,0
13.128115337957,0
13.129044669608,0
13.130057001244,0
13.149546332575,0
13.150963663894,0
13.153684995162,0
13.165543326245,0
13.166889326235,0
13.170735360394,0.000003932683257379
13.170996035356,0
13.171670766214,0
13.172300738,0
13.174853097153,0
