"powerConsumption:vector manet.host[1].energyStorage ($rateControl="""", $bitrate=6, #0 - Dynamic-0-20220517-13:24:00-21284)",
3.134681487032,0.019999999999999996
3.134727487032,0.004
3.134727487032,0.004
3.134935487032,0
3.134935487032,0
3.134935487032,0.004
3.134935487032,0
3.134935487032,0.20000000000000001
3.134977487032,0.004
3.134977487032,0.004
3.134977487032,0
3.134977487032,0.004
3.134977487032,0.004
3.135542506266,0
3.135542506266,0.019999999999999996
3.135588506266,0.004
3.135588506266,0.004
3.136444506266,0
3.136444506266,0
3.136444506266,0.004
3.136444506266,0
3.136444506266,0.20000000000000001
3.136486506266,0.004
3.136486506266,0.004
3.136486506266,0
3.136486506266,0.004
3.136486506266,0.004
3.136963506266,0
3.136963506266,0
3.136963506266,0.004
3.136963506266,0
3.136963506266,0.20000000000000001
3.137005506266,0.004
3.137005506266,0.004
3.137005506266,0
3.137005506266,0.004
3.137005506266,0.004
3.137022226853,0
3.137022226853,0.019999999999999996
3.137056226853,0.004
3.137056226853,0.004
3.137183226853,0
3.137183226853,0
3.137183226853,0.004
3.137183226853,0
3.137183226853,0.20000000000000001
3.137225226853,0.004
3.137225226853,0.004
3.137225226853,0
3.137225226853,0.004
3.137225226853,0.004
3.137477226853,0
3.137477226853,0
3.137477226853,0.004
3.137477226853,0
3.137477226853,0.20000000000000001
3.137519226853,0.004
3.137519226853,0.004
3.137519226853,0
3.137519226853,0.004
3.137519226853,0.004
3.137621439128,0
3.137621439128,0.019999999999999996
3.137667439128,0.004
3.137667439128,0.004
3.137704439128,0
3.137704439128,0
3.137704439128,0.004
3.137704439128,0
3.137704439128,0.20000000000000001
3.137746439128,0.004
3.137746439128,0.004
3.137746439128,0
3.137746439128,0.004
3.137746439128,0.004
3.138556439128,0
3.138556439128,0
3.138556439128,0.004
3.138556439128,0
3.138556439128,0.20000000000000001
3.138598439128,0.004
3.138598439128,0.004
3.138598439128,0
3.138598439128,0.004
3.138598439128,0.004
3.13903128029,0
3.13903128029,0.019999999999999996
3.13907728029,0.009999999999999998
3.13907728029,0.009999999999999998
3.139095177288,0.004
3.139252261624,0
3.139252261624,0.019999999999999996
3.139298261624,0.004
3.139298261624,0.004
3.139956261624,0
3.139956261624,0
3.139956261624,0.004
3.139956261624,0
3.139956261624,0.20000000000000001
3.139998261624,0.004
3.139998261624,0.004
3.139998261624,0
3.139998261624,0.004
3.139998261624,0.004
3.140621356832,0
3.140621356832,0.019999999999999996
3.140667356832,0.004
3.140667356832,0.004
3.140821356832,0
3.140821356832,0
3.140821356832,0.004
3.140821356832,0
3.140821356832,0.20000000000000001
3.140863356832,0.004
3.140863356832,0.004
3.140863356832,0
3.140863356832,0.004
3.140863356832,0.004
3.142004202927,0
3.142004202927,0.019999999999999996
3.142050202927,0.004
3.142050202927,0.004
3.142679083201,0
3.142679083201,0.019999999999999996
3.142725083201,0.004
3.142725083201,0.004
3.142742028376,0
3.142742028376,0.019999999999999996
3.142788028376,0.004
3.142788028376,0.004
3.144498972713,0
3.144498972713,0.019999999999999996
3.144544972713,0.004
3.144544972713,0.004
3.145406226783,0
3.145406226783,0.019999999999999996
3.145452226783,0.004
3.145452226783,0.004
3.147937226783,0
3.147937226783,0
3.147937226783,0.004
3.147937226783,0
3.147937226783,0.20000000000000001
3.147979226783,0.004
3.147979226783,0.004
3.147979226783,0
3.147979226783,0.009999999999999998
3.147979226783,0.009999999999999998
3.14799616885,0.004
3.148150226783,0
3.148150226783,0
3.148150226783,0.004
3.148150226783,0
3.148150226783,0.20000000000000001
3.148192226783,0.004
3.148192226783,0.004
3.148192226783,0
3.148192226783,0.004
3.148192226783,0.004
3.148453226783,0
3.148453226783,0
3.148453226783,0.004
3.148453226783,0
3.148453226783,0.20000000000000001
3.148495226783,0.004
3.148495226783,0.004
3.148495226783,0
3.148495226783,0.004
3.148495226783,0.004
3.148511946251,0
3.148511946251,0.019999999999999996
3.148545946251,0.004
3.148545946251,0.004
3.148699946251,0
3.148699946251,0
3.148699946251,0.004
3.148699946251,0
3.148699946251,0.20000000000000001
3.148741946251,0.004
3.148741946251,0.004
3.148741946251,0
3.148741946251,0.004
3.148741946251,0.004
3.148858946251,0
3.148858946251,0
3.148858946251,0.004
3.148858946251,0
3.148858946251,0.20000000000000001
3.148900946251,0.004
3.148900946251,0.004
3.148900946251,0
3.148900946251,0.004
3.148900946251,0.004
3.149002946227,0
3.149002946227,0.019999999999999996
3.149044946227,0.004
3.149044946227,0.004
3.149555946227,0
3.149555946227,0
3.149555946227,0.004
3.149555946227,0
3.149555946227,0.20000000000000001
3.149597946227,0.004
3.149597946227,0.004
3.149597946227,0
3.149597946227,0.004
3.149597946227,0.004
3.150434946227,0
3.150434946227,0
3.150434946227,0.004
3.150434946227,0
3.150434946227,0.20000000000000001
3.150476946227,0.004
3.150476946227,0.004
3.150476946227,0
3.150476946227,0.004
3.150476946227,0.004
3.152528946227,0
3.152528946227,0
3.152528946227,0.004
3.152528946227,0
3.152528946227,0.20000000000000001
3.152570946227,0.004
3.152570946227,0.004
3.152570946227,0
3.152570946227,0.004
3.152570946227,0.004
3.15378231659,0
3.15378231659,0.019999999999999996
3.15382831659,0.004
3.15382831659,0.004
3.155517279387,0
3.155517279387,0.019999999999999996
3.155563279387,0.004
3.155563279387,0.004
3.157373279387,0
3.157373279387,0
3.157373279387,0.004
3.157373279387,0
3.157373279387,0.20000000000000001
3.157415279387,0.004
3.157415279387,0.004
3.157415279387,0
3.157415279387,0.004
3.157415279387,0.004
3.161042279387,0
3.161042279387,0
3.161042279387,0.004
3.161042279387,0
3.161042279387,0.20000000000000001
3.161084279387,0.004
3.161084279387,0.004
3.161084279387,0
3.161084279387,0.004
3.161084279387,0.004
3.161237279387,0
3.161237279387,0
3.161237279387,0.004
3.161237279387,0
3.161237279387,0.20000000000000001
3.161279279387,0.004
3.161279279387,0.004
3.161279279387,0
3.161279279387,0.004
3.161279279387,0.004
3.161621279387,0
3.161621279387,0
3.161621279387,0.004
3.161621279387,0
3.161621279387,0.20000000000000001
3.161663279387,0.004
3.161663279387,0.004
3.161663279387,0
3.161663279387,0.004
3.161663279387,0.004
3.161789279387,0
3.161789279387,0
3.161789279387,0.004
3.161789279387,0
3.161789279387,0.20000000000000001
3.161831279387,0.004
3.161831279387,0.004
3.161831279387,0
3.161831279387,0.004
3.161831279387,0.004
3.161847997558,0
3.161847997558,0.019999999999999996
3.161881997558,0.004
3.161881997558,0.004
3.161963997558,0
3.161963997558,0
3.161963997558,0.004
3.161963997558,0
3.161963997558,0.20000000000000001
3.162005997558,0.004
3.162005997558,0.004
3.162005997558,0
3.162005997558,0.004
3.162005997558,0.004
3.162221997558,0
3.162221997558,0
3.162221997558,0.004
3.162221997558,0
3.162221997558,0.20000000000000001
3.162263997558,0.004
3.162263997558,0.004
3.162263997558,0
3.162263997558,0.004
3.162263997558,0.004
3.162704997558,0
3.162704997558,0
3.162704997558,0.004
3.162704997558,0
3.162704997558,0.20000000000000001
3.162746997558,0.004
3.162746997558,0.004
3.162746997558,0
3.162746997558,0.004
3.162746997558,0.004
3.163826997558,0
3.163826997558,0
3.163826997558,0.004
3.163826997558,0
3.163826997558,0.20000000000000001
3.163868997558,0.004
3.163868997558,0.004
3.163868997558,0
3.163868997558,0.004
3.163868997558,0.004
3.164687997558,0
3.164687997558,0
3.164687997558,0.004
3.164687997558,0
3.164687997558,0.20000000000000001
3.164729997558,0.004
3.164729997558,0.004
3.164729997558,0
3.164729997558,0.004
3.164729997558,0.004
3.164862715442,0
3.164862715442,0.019999999999999996
3.164904715442,0.004
3.164904715442,0.004
3.165255715423,0
3.165255715423,0.019999999999999996
3.165297715423,0.004
3.165297715423,0.004
3.166293715372,0
3.166293715372,0.019999999999999996
3.166335715372,0.004
3.166335715372,0.004
3.166587715372,0
3.166587715372,0
3.166587715372,0.004
3.166587715372,0
3.166587715372,0.20000000000000001
3.166629715372,0.004
3.166629715372,0.004
3.166629715372,0
3.166629715372,0.004
3.166629715372,0.004
3.168459715267,0
3.168459715267,0.019999999999999996
3.168501715267,0.004
3.168501715267,0.004
3.170121715267,0
3.170121715267,0
3.170121715267,0.004
3.170121715267,0
3.170121715267,0.20000000000000001
3.170163715267,0.004
3.170163715267,0.004
3.170163715267,0
3.170163715267,0.004
3.170163715267,0.004
3.170361715267,0
3.170361715267,0
3.170361715267,0.004
3.170361715267,0
3.170361715267,0.20000000000000001
3.170403715267,0.004
3.170403715267,0.004
3.170403715267,0
3.170403715267,0.004
3.170403715267,0.004
3.170718715267,0
3.170718715267,0
3.170718715267,0.004
3.170718715267,0
3.170718715267,0.20000000000000001
3.170760715267,0.004
3.170760715267,0.004
3.170760715267,0
3.170760715267,0.004
3.170760715267,0.004
3.171282715267,0
3.171282715267,0
3.171282715267,0.004
3.171282715267,0
3.171282715267,0.20000000000000001
3.171324715267,0.004
3.171324715267,0.004
3.171324715267,0
3.171324715267,0.004
3.171324715267,0.004
3.172053715267,0
3.172053715267,0
3.172053715267,0.004
3.172053715267,0
3.172053715267,0.20000000000000001
3.172095715267,0.004
3.172095715267,0.004
3.172095715267,0
3.172095715267,0.004
3.172095715267,0.004
3.173580715267,0
3.173580715267,0
3.173580715267,0.004
3.173580715267,0
3.173580715267,0.20000000000000001
3.173622715267,0.004
3.173622715267,0.004
3.173622715267,0
3.173622715267,0.004
3.173622715267,0.004
3.173639432293,0
3.173639432293,0.019999999999999996
3.173673432293,0.004
3.173673432293,0.004
3.173710432293,0
3.173710432293,0
3.173710432293,0.004
3.173710432293,0
3.173710432293,0.20000000000000001
3.173752432293,0.004
3.173752432293,0.004
3.173752432293,0
3.173752432293,0.004
3.173752432293,0.004
3.174004432293,0
3.174004432293,0
3.174004432293,0.004
3.174004432293,0
3.174004432293,0.20000000000000001
3.174046432293,0.004
3.174046432293,0.004
3.174046432293,0
3.174046432293,0.004
3.174046432293,0.004
3.174604432293,0
3.174604432293,0
3.174604432293,0.004
3.174604432293,0
3.174604432293,0.20000000000000001
3.174646432293,0.004
3.174646432293,0.004
3.174646432293,0
3.174646432293,0.004
3.174646432293,0.004
3.175114432293,0
3.175114432293,0
3.175114432293,0.004
3.175114432293,0
3.175114432293,0.20000000000000001
3.175156432293,0.004
3.175156432293,0.004
3.175156432293,0
3.175156432293,0.004
3.175156432293,0.004
3.17517314917,0
3.17517314917,0.019999999999999996
3.17520714917,0.004
3.17520714917,0.004
3.17528914917,0
3.17528914917,0
3.17528914917,0.004
3.17528914917,0
3.17528914917,0.20000000000000001
3.17533114917,0.004
3.17533114917,0.004
3.17533114917,0
3.17533114917,0.004
3.17533114917,0.004
3.17549314917,0
3.17549314917,0
3.17549314917,0.004
3.17549314917,0
3.17549314917,0.20000000000000001
3.17553514917,0.004
3.17553514917,0.004
3.17553514917,0
3.17553514917,0.004
3.17553514917,0.004
3.17616514917,0
3.17616514917,0
3.17616514917,0.004
3.17616514917,0
3.17616514917,0.20000000000000001
3.17620714917,0.004
3.17620714917,0.004
3.17620714917,0
3.17620714917,0.004
3.17620714917,0.004
3.176223865945,0
3.176223865945,0.019999999999999996
3.176257865945,0.004
3.176257865945,0.004
3.176357865945,0
3.176357865945,0
3.176357865945,0.004
3.176357865945,0
3.176357865945,0.20000000000000001
3.176399865945,0.004
3.176399865945,0.004
3.176399865945,0
3.176399865945,0.004
3.176399865945,0.004
3.178202865849,0
3.178202865849,0.019999999999999996
3.178244865849,0.004
3.178244865849,0.004
3.183054809254,0
3.183054809254,0.019999999999999996
3.183096809254,0.004
3.183096809254,0.004
3.183448391577,0
3.183448391577,0.019999999999999996
3.183482391577,0.004
3.183482391577,0.004
7.123258480901,0
7.123258480901,0.019999999999999996
7.123304480901,0.004
7.123304480901,0.004
7.123467480901,0
7.123467480901,0
7.123467480901,0.004
7.123467480901,0
7.123467480901,0.20000000000000001
7.123505480901,0.004
7.123505480901,0.004
7.123505480901,0
7.123505480901,0.004
7.123505480901,0.004
7.124202051617,0
7.124202051617,0.019999999999999996
7.124240051617,0.004
7.124240051617,0.004
7.124250051617,0
7.124250051617,0
7.124250051617,0.004
7.124250051617,0
7.124250051617,0.20000000000000001
7.124284051617,0.004
7.124284051617,0.004
7.124284051617,0
7.124284051617,0.004
7.124284051617,0.004
7.124366051617,0
7.124366051617,0
7.124366051617,0.004
7.124366051617,0
7.124366051617,0.20000000000000001
7.124408051617,0.004
7.124408051617,0.004
7.124408051617,0
7.124408051617,0.004
7.124408051617,0.004
7.124543051617,0
7.124543051617,0
7.124543051617,0.004
7.124543051617,0
7.124543051617,0.20000000000000001
7.124585051617,0.004
7.124585051617,0.004
7.124585051617,0
7.124585051617,0.004
7.124585051617,0.004
7.124765051617,0
7.124765051617,0
7.124765051617,0.004
7.124765051617,0
7.124765051617,0.20000000000000001
7.124807051617,0.004
7.124807051617,0.004
7.124807051617,0
7.124807051617,0.004
7.124807051617,0.004
7.125176051617,0
7.125176051617,0
7.125176051617,0.004
7.125176051617,0
7.125176051617,0.20000000000000001
7.125218051617,0.004
7.125218051617,0.004
7.125218051617,0
7.125218051617,0.004
7.125218051617,0.004
7.125713051617,0
7.125713051617,0
7.125713051617,0.004
7.125713051617,0
7.125713051617,0.20000000000000001
7.125755051617,0.004
7.125755051617,0.004
7.125755051617,0
7.125755051617,0.004
7.125755051617,0.004
7.125899051617,0
7.125899051617,0
7.125899051617,0.004
7.125899051617,0
7.125899051617,0.20000000000000001
7.125941051617,0.004
7.125941051617,0.004
7.125941051617,0
7.125941051617,0.004
7.125941051617,0.004
7.126134326891,0
7.126134326891,0.019999999999999996
7.126180326891,0.004
7.126180326891,0.004
7.126412252467,0
7.126412252467,0.019999999999999996
7.126458252467,0.004
7.126458252467,0.004
7.130271396729,0
7.130271396729,0.019999999999999996
7.130309396729,0.004
7.130309396729,0.004
7.130319396729,0
7.130319396729,0
7.130319396729,0.004
7.130319396729,0
7.130319396729,0.20000000000000001
7.130353396729,0.004
7.130353396729,0.004
7.130353396729,0
7.130353396729,0.004
7.130353396729,0.004
7.132757396729,0
7.132757396729,0
7.132757396729,0.004
7.132757396729,0
7.132757396729,0.20000000000000001
7.132799396729,0.004
7.132799396729,0.004
7.132799396729,0
7.132799396729,0.004
7.132799396729,0.004
7.132814965635,0
7.132814965635,0.019999999999999996
7.132848965635,0.004
7.132848965635,0.004
7.132930965635,0
7.132930965635,0
7.132930965635,0.004
7.132930965635,0
7.132930965635,0.20000000000000001
7.132972965635,0.004
7.132972965635,0.004
7.132972965635,0
7.132972965635,0.004
7.132972965635,0.004
7.133134965635,0
7.133134965635,0
7.133134965635,0.004
7.133134965635,0
7.133134965635,0.20000000000000001
7.133176965635,0.004
7.133176965635,0.004
7.133176965635,0
7.133176965635,0.004
7.133176965635,0.004
7.133392965635,0
7.133392965635,0
7.133392965635,0.004
7.133392965635,0
7.133392965635,0.20000000000000001
7.133434965635,0.004
7.133434965635,0.004
7.133434965635,0
7.133434965635,0.004
7.133434965635,0.004
7.134136965635,0
7.134136965635,0
7.134136965635,0.004
7.134136965635,0
7.134136965635,0.20000000000000001
7.134178965635,0.004
7.134178965635,0.004
7.134178965635,0
7.134178965635,0.004
7.134178965635,0.004
7.134583965635,0
7.134583965635,0
7.134583965635,0.004
7.134583965635,0
7.134583965635,0.20000000000000001
7.134625965635,0.004
7.134625965635,0.004
7.134625965635,0
7.134625965635,0.004
7.134625965635,0.004
7.134662313101,0
7.134662313101,0.019999999999999996
7.134708313101,0.004
7.134708313101,0.004
7.136571683029,0
7.136571683029,0.019999999999999996
7.136617683029,0.004
7.136617683029,0.004
7.138160902914,0
7.138160902914,0.019999999999999996
7.138206902914,0.004
7.138206902914,0.004
7.138441902914,0
7.138441902914,0
7.138441902914,0.004
7.138441902914,0
7.138441902914,0.20000000000000001
7.138483902914,0.004
7.138483902914,0.004
7.138483902914,0
7.138483902914,0.004
7.138483902914,0.004
7.13849947067,0
7.13849947067,0.019999999999999996
7.13853347067,0.004
7.13853347067,0.004
7.13863347067,0
7.13863347067,0
7.13863347067,0.004
7.13863347067,0
7.13863347067,0.20000000000000001
7.13867547067,0.004
7.13867547067,0.004
7.13867547067,0
7.13867547067,0.004
7.13867547067,0.004
7.13899947067,0
7.13899947067,0
7.13899947067,0.004
7.13899947067,0
7.13899947067,0.20000000000000001
7.13904147067,0.004
7.13904147067,0.004
7.13904147067,0
7.13904147067,0.004
7.13904147067,0.004
7.13912247067,0
7.13912247067,0
7.13912247067,0.004
7.13912247067,0
7.13912247067,0.20000000000000001
7.13916447067,0.004
7.13916447067,0.004
7.13916447067,0
7.13916447067,0.004
7.13916447067,0.004
7.139180038289,0
7.139180038289,0.019999999999999996
7.139214038289,0.004
7.139214038289,0.004
7.139314038289,0
7.139314038289,0
7.139314038289,0.004
7.139314038289,0
7.139314038289,0.20000000000000001
7.139356038289,0.004
7.139356038289,0.004
7.139356038289,0
7.139356038289,0.004
7.139356038289,0.004
7.139518038289,0
7.139518038289,0
7.139518038289,0.004
7.139518038289,0
7.139518038289,0.20000000000000001
7.139560038289,0.004
7.139560038289,0.004
7.139560038289,0
7.139560038289,0.004
7.139560038289,0.004
7.140127038289,0
7.140127038289,0
7.140127038289,0.004
7.140127038289,0
7.140127038289,0.20000000000000001
7.140169038289,0.004
7.140169038289,0.004
7.140169038289,0
7.140169038289,0.004
7.140169038289,0.004
7.140281807843,0
7.140281807843,0.019999999999999996
7.140319807843,0.004
7.140319807843,0.004
7.141096450576,0
7.141096450576,0.019999999999999996
7.141130450576,0.004
7.141130450576,0.004
7.141203450576,0
7.141203450576,0
7.141203450576,0.004
7.141203450576,0
7.141203450576,0.20000000000000001
7.141245450576,0.004
7.141245450576,0.004
7.141245450576,0
7.141245450576,0.004
7.141245450576,0.004
7.141521017748,0
7.141521017748,0.019999999999999996
7.141571017748,0.009999999999999998
7.141571017748,0.009999999999999998
7.141580797922,0.004
7.141982980321,0
7.141982980321,0.019999999999999996
7.142024980321,0.004
7.142024980321,0.004
7.14229145438,0
7.14229145438,0.019999999999999996
7.14232945438,0.004
7.14232945438,0.004
7.142616225093,0.009999999999999998
7.142662225093,0.004
7.143071255619,0
7.143071255619,0.019999999999999996
7.143113255619,0.004
7.143113255619,0.004
7.143659898225,0
7.143659898225,0.019999999999999996
7.143701898225,0.004
7.143701898225,0.004
7.143716372197,0
7.143716372197,0.019999999999999996
7.143750372197,0.004
7.143750372197,0.004
7.143931372197,0
7.143931372197,0
7.143931372197,0.004
7.143931372197,0
7.143931372197,0.20000000000000001
7.143973372197,0.004
7.143973372197,0.004
7.143973372197,0
7.143973372197,0.004
7.143973372197,0.004
7.144080788197,0
7.144080788197,0.019999999999999996
7.144126788197,0.004
7.144126788197,0.004
7.144413268932,0
7.144413268932,0.019999999999999996
7.144455268932,0.004
7.144455268932,0.004
7.145032911425,0
7.145032911425,0.019999999999999996
7.145082911425,0.004
7.145082911425,0.004
7.145338021304,0
7.145338021304,0.019999999999999996
7.145388021304,0.004
7.145388021304,0.004
7.146017339799,0
7.146017339799,0.019999999999999996
7.146067339799,0.004
7.146067339799,0.004
7.146167868528,0
7.146167868528,0.019999999999999996
7.146213868528,0.004
7.146213868528,0.004
7.146663413588,0
7.146663413588,0.019999999999999996
7.146713413588,0.004
7.146713413588,0.004
7.146871350929,0
7.146871350929,0.019999999999999996
7.146917350929,0.004
7.146917350929,0.004
7.146995804111,0
7.146995804111,0.019999999999999996
7.147033804111,0.004
7.147033804111,0.004
7.147379615132,0
7.147379615132,0.019999999999999996
7.147413615132,0.004
7.147413615132,0.004
7.147733999532,0.009999999999999998
7.14775840385,0
7.14775840385,0.019999999999999996
7.14780840385,0.004
7.14780840385,0.004
7.14798593398,0
7.14798593398,0.019999999999999996
7.14803593398,0.004
7.14803593398,0.004
7.14828593398,0
7.14828593398,0
7.14828593398,0.004
7.14828593398,0
7.14828593398,0.20000000000000001
7.14832793398,0.004
7.14832793398,0.004
7.14832793398,0
7.14832793398,0.004
7.14832793398,0.004
7.148668608648,0
7.148668608648,0.019999999999999996
7.148918608648,0.004
7.148918608648,0.004
7.148928777281,0
7.148928777281,0.019999999999999996
7.148962777281,0.004
7.148962777281,0.004
7.149316744686,0
7.149316744686,0.019999999999999996
7.149366744686,0.004
7.149366744686,0.004
7.149586697255,0
7.149586697255,0.019999999999999996
7.149636697255,0.004
7.149636697255,0.004
7.149822968396,0
7.149822968396,0.019999999999999996
7.149868968396,0.004
7.149868968396,0.004
7.149887311362,0
7.149887311362,0.019999999999999996
7.150137311362,0.004
7.150137311362,0.004
7.150908682099,0
7.150908682099,0.019999999999999996
7.150958682099,0.004
7.150958682099,0.004
7.151058682097,0
7.151058682097,0.019999999999999996
7.151108682097,0.004
7.151108682097,0.004
7.151392641775,0
7.151392641775,0.019999999999999996
7.151550641775,0.004
7.151550641775,0.004
7.151721517124,0
7.151721517124,0.019999999999999996
7.151767517124,0.004
7.151767517124,0.004
7.151923460922,0
