"packetSentToPeerWithoutRetry:vector(packetBytes) manet.host[0].wlan[0].mac.dcf ($rateControl="""", $bitrate=6, #0 - Dynamic-0-20220517-11:59:51-11324)",
28.933005209776,92
28.933079209776,110
28.933262209776,64
28.933526519342,14
28.933813519342,1500
28.936366839009,14
28.937616147965,864
28.938423456869,1500
28.941138352785,864
28.941526661158,1500
28.944884804021,864
28.94617411167,1500
28.948467428805,864
28.94877573605,944
28.968490817068,1500
28.969281121148,864
28.970088425121,1500
28.970303729043,864
28.971830336633,1500
28.972045640287,864
28.975828943374,1500
28.976044246413,864
28.977548557447,944
28.978367860159,1500
28.979814162617,864
28.980139465036,1500
28.991267144253,864
28.99227108115,1500
29.006166827957,864
29.013683492507,14
29.01589988132,1500
29.016645178114,864
29.017210474821,944
29.017580771489,1500
29.019180067894,864
29.019514364259,1500
29.040341218035,864
29.060532076662,1500
29.078747060006,864
29.080753349811,1500
29.081741636611,864
29.089298503366,944
29.089650788968,1500
29.089866074522,864
29.090857157973,1500
29.091072443342,864
29.091523728671,1500
29.091739013937,864
29.096309946483,1500
29.100207514621,864
29.100835798498,944
29.105232880659,1500
29.106895163603,864
29.108301446358,1500
29.109298728934,864
29.12267529103,1500
29.127944650843,864
29.129314930382,1500
29.130204209754,864
29.130760489041,944
29.131902768169,1500
29.132118047249,864
29.144477121486,1500
29.14469239864,864
29.145338476493,1500
29.146991753295,864
29.147380030058,1500
29.148224306672,864
29.148762583205,944
29.149341859629,122
29.149700859629,1500
29.153226411632,864
29.174143161287,1500
29.17647864225,864
29.176902914503,1500
29.177118186697,864
29.177569458852,1500
29.177784730944,864
29.182537002315,944
29.183487273466,122
29.183683273466,92
29.183843273466,104
29.184007273466,122
29.184695268786,14
29.185027268786,1500
29.193416092795,864
29.209954931354,1500
29.229813869303,864
29.230772643215,1500
29.243963807622,864
29.257263944139,1500
29.32113045972,864
29.329845315811,944
29.330543096586,1500
29.338356868222,864
29.348236338354,1500
29.358831156716,864
29.359971939508,1500
29.383163540858,864
29.40954854088,1500
29.447812194332,864
29.482262149159,944
29.49821511624,1500
29.519574628087,864
29.560070569746,1500
29.560290366413,864
29.565754098607,1500
29.568103895818,864
29.594767241204,1500
29.608097459995,864
29.660765155889,944
29.717374297872,1500
29.77379491131,864
29.825686185166,1500
29.868361027785,864
29.873254846465,1500
29.874103665215,864
29.881406928255,14
29.887276724122,14
29.888785724207,14
29.893397083137,1500
29.909946023517,864
29.921276790144,14
29.949719150186,944
29.963177975271,1500
29.976622975288,864
29.980939203662,1500
29.997436203662,864
30.017575537845,1500
30.047761537845,864
30.073403891053,1500
30.073623724073,864
30.09033265426,944
30.09566048887,92
30.095912191284,92
30.096054191284,86
30.096467191284,1500
30.100181503025,864
30.106940253367,14
30.107171253398,14
30.114980080856,1500
30.116735288903,864
30.127150740022,1500
30.128932014104,864
30.129804329208,1500
30.146011964096,864
30.146786281145,944
30.147553598265,1500
30.161210936306,14
30.162763936306,864
30.1679159398,1500
30.168133259291,864
30.170031898514,1500
30.180984962153,864
30.19829914688,1500
30.198516469843,864
30.199646792928,944
30.21128418596,1500
30.230223164386,864
30.259977998607,1500
30.285726998607,864
30.295167332638,1500
30.296480666829,864
30.297690001178,1500
30.313321487425,864
30.325303412815,944
30.358352882136,1500
30.373238882136,864
30.386789513016,1500
30.387006857625,864
30.387915202317,1500
30.403687358872,864
30.40502101475,1500
30.421735679488,864
30.446348870144,944
30.45993757471,110
30.46011057471,122
30.46020257471,116
30.46028557471,122
30.46047657471,122
30.46065857471,116
30.46084957471,116
30.461037282171,122
30.461129282171,122
30.461524282171,1500
30.461741635412,864
30.462469988722,1500
30.465331444127,864
30.467864125076,1500
30.468827479137,864
30.482787141046,1500
30.490527678551,864
30.491715035194,944
30.492060391935,1500
30.494254748979,864
30.494681106015,1500
30.500442253065,864
30.501137610827,1500
30.514836052905,14
30.51558276124,14
30.51569676124,14
30.51594576124,864
30.526526724307,1500
30.550869342027,864
30.563978402104,944
30.564396500415,104
30.564533500415,110
30.564738500415,104
30.565304500433,1500
30.57938228746,864
30.594571463812,1500
30.616117240066,864
30.628080171112,1500
30.638871171112,864
30.656523764096,1500
30.675723683216,14
30.707443062188,864
30.740629024334,944
30.746726024334,110
30.746917024334,110
30.747036024334,116
30.747155024334,110
30.747346024334,116
30.747483024334,116
30.747831023993,122
30.747914023993,122
30.747997023993,122
30.748392023993,1500
30.749317410705,14
30.75874309678,14
30.759270317303,14
30.760595298755,864
30.762129686961,1500
30.769966342506,14
30.770637731712,14
30.771246731748,14
30.772044731795,14
30.780199391011,864
30.790138092087,14
30.790338483631,14
30.791376875194,1500
30.800457267905,864
30.809543661094,1500
30.814043449347,864
30.818990862402,944
30.827076257759,92
30.827245257759,92
30.827586257759,1500
30.833349971836,864
30.833729685918,1500
30.833945400007,864
30.83665605264,1500
30.83904704197,14
30.839621756171,864
30.840942993868,1500
30.841158708099,864
30.856364968959,14
30.857207103157,944
30.85790981772,1500
30.858317987693,14
30.858989063913,14
30.865905918214,864
30.866357632946,1500
30.867822347711,864
30.868603062488,1500
30.885400213099,14
30.889023289617,864
30.889916692854,14
30.891373408094,1500
30.892227123353,864
30.907695899125,944
30.908147614707,1500
30.908920330308,864
30.909345045914,1500
30.928058043084,864
30.928401759086,1500
30.929309475109,864
30.9401241912,1500
30.941013907467,864
30.943632623787,944
30.945516141145,116
30.945626141145,116
30.945763141145,116
30.945918141145,122
30.946175044859,122
30.946285044859,122
30.946458044859,122
30.946613044859,116
30.946732044859,122
30.946842044859,122
30.946961044859,122
30.947071044859,122
30.947385044859,1500
30.950535807458,864
30.951367747468,1500
30.952158463969,864
30.952574180475,1500
30.953481897004,864
30.955880996538,1500
30.958594047746,864
30.961595764444,944
30.962931421014,1500
30.963148832883,864
30.963602244783,1500
30.973039989053,864
30.988346234513,1500
30.991778367056,864
30.994177782578,1500
30.994395198141,864
31.006450937516,944
31.007627072323,86
31.007836072323,122
31.007919072323,122
31.008020072323,122
31.008220072323,122
31.008507072323,1500
31.018097608461,864
31.024587027008,1500
31.02480444617,864
31.045174333438,1500
31.046937755223,864
31.059674196807,1500
31.060493620199,864
31.060813043623,944
31.074978460985,86
31.075147460985,104
31.075293460985,110
31.075462460985,104
31.075671460985,116
31.076349180171,110
31.076423180171,116
31.076551180171,122
31.076688180171,122
31.076780180171,116
31.076953180171,110
31.077321180171,1500
31.095078275719,864
31.10685680839,1500
31.131273143104,864
31.132055574984,1500
31.141326440438,864
31.149312168789,1500
31.162213471556,14
31.175106489871,864
31.197686677146,14
31.199286702502,14
31.208615702502,944
31.214673905963,14
31.23879942633,110
31.23898142633,116
31.23905542633,116
31.23912942633,122
31.23931142633,122
31.23963442633,1500
31.242863871434,864
31.252047787192,14
31.259960510555,1500
31.263074120227,14
31.270608587963,864
31.280146185248,1500
31.28100920678,14
31.283231635179,864
31.283577085141,1500
31.287098985642,864
31.288453235702,14
31.298855914769,944
31.299280366634,86
31.299453366634,116
31.299563366634,122
31.299664366634,122
31.299855366634,122
31.299983366634,122
31.300165366634,122
31.300343366634,92
31.300756366634,1500
31.300978387214,864
31.316016493281,1500
31.335951672994,864
31.377252897997,14
31.380201897994,1500
31.40926433658,14
31.423191605722,864
31.423631620584,1500
31.425174635366,864
31.425708570679,14
31.433928608554,944
31.451695608554,1500
31.483969608554,864
31.527512758249,1500
31.529252002509,14
31.565086525631,864
31.584320525631,1500
31.617125525631,864
31.660938525631,1500
31.693815525631,864
31.734857525631,944
31.752753525631,122
31.761833525631,1500
31.765330524567,864
31.772370523183,1500
31.773239521751,864
31.782096521751,1500
31.801050521751,864
31.827223521751,1500
31.841401517149,864
31.853436517149,944
31.854054511953,104
31.854178511953,104
31.854261511953,110
31.854557511953,1500
31.861263506429,864
31.872833466089,14
31.876103791486,1500
31.87775066578,864
31.880572178832,14
31.881257172381,14
31.886265172381,1500
31.906652165177,14
31.907477165177,864
31.926980164705,14
31.932737164572,14
31.936154164492,14
31.93796016445,14
31.94449816445,1500
31.97859016445,864
32.00709516445,944
32.04134416445,116
32.04318216445,122
32.051337449213,116
32.054719568843,122
32.059283077208,98
32.063232077208,92
32.064968077208,1500
32.068553119079,14
32.076910007832,14
32.07798321344,14
32.079194520974,14
32.084754063733,14
32.088318546721,864
32.100149026007,1500
32.100366575277,864
32.101856332759,1500
32.113926197567,864
32.115211487927,1500
32.116858039233,864
32.130266334804,944
32.131356887892,1500
32.149138633129,864
32.166307938268,1500
32.18345570507,14
32.185378705189,14
32.185510705197,14
32.192969742085,864
32.201909336864,14
32.202623336909,14
32.206000088017,1500
32.227987906093,864
32.239328240166,1500
32.248341992596,864
32.249619299606,944
32.267603839045,1500
32.277386839045,864
32.277759410267,1500
32.287074410267,864
32.288005443144,1500
32.289886015886,864
32.294193622522,1500
32.295040195904,864
32.295814769373,944
32.296069342884,86
32.296211342884,92
32.296366342884,122
32.296440342884,122
32.296586342884,122
32.296786342884,116
32.296995342884,122
32.297087342884,116
32.297383342884,1500
32.311952452767,864
32.317896316841,1500
32.332835111996,864
32.338124185562,1500
32.391872916619,864
32.415411370985,14
32.416149153187,14
32.432948451107,1500
32.468637760147,864
32.506340760147,944
32.540172760147,1500
32.544605722965,864
32.553971685359,1500
32.569163685359,864
32.582592685359,1500
32.628861685359,864
32.629283644275,1500
32.643026644275,864
32.660785644275,944
32.694899644275,122
32.703916644275,1500
32.739664644275,864
32.763776644275,1500
32.771628596621,864
32.775607548789,1500
32.786587548789,864
32.788293500375,1500
32.79030445186,864
32.80142145186,944
32.802461402784,86
32.802585402784,104
32.802749402784,110
32.802846402784,98
32.803047350812,110
32.803157350812,116
32.803240350812,122
32.803714987973,1500
32.804485936032,864
32.805147884104,1500
32.805361832183,864
32.80629678027,1500
32.807148728391,864
32.807517676519,1500
32.808513624672,864
32.809914809267,944
32.810030757459,98
32.810361551086,122
32.810901499292,122
32.811092499292,116
32.811166499292,122
32.811357499292,122
32.811458499292,122
32.811568499292,116
32.811660499292,122
32.811757499292,98
32.812090447529,1500
32.81305039579,864
32.813793344064,1500
32.814007292347,864
32.814358240635,1500
32.815562137252,864
32.815931085578,1500
32.816747033925,864
32.817089982279,944
32.818268860737,98
32.818700809128,1500
32.819498757541,864
32.820385705969,1500
32.820599654408,864
32.82133360286,1500
32.821547551321,864
32.821997499789,1500
32.822211448266,864
32.823000396762,944
32.823143345264,104
32.823348345264,98
32.823548345264,110
32.823708345264,104
32.823872345264,116
32.823964345264,122
32.824411874321,1500
32.824625822856,864
32.825133614205,1500
32.825347562756,864
32.82642220271,1500
32.827274151307,864
32.827625099911,1500
32.829376048558,864
32.829978398088,944
32.830651589383,110
32.830752589383,110
32.831373928106,110
32.83176987681,122
32.83191587681,122
32.83208887681,122
32.83221687681,116
32.83231787681,122
32.83240987681,116
32.83258287681,110
32.83278287681,116
32.83285687681,122
32.833252825549,122
32.833434825549,122
32.833829825549,1500
32.83636689976,864
32.845576867935,1500
32.847775418458,864
32.848173193745,1500
32.851013468142,864
32.859265758776,1500
32.862179871963,864
32.862709647851,944
32.873358493397,104
32.873464493397,92
32.873628493397,122
32.874014269741,122
32.874214269741,122
32.874895915886,122
32.874969915886,116
32.875061915886,116
32.875171915886,122
32.875317915886,122
32.875400915886,110
32.875519915886,122
32.875665915886,122
32.875829915886,116
32.875912915886,122
32.876298915886,1500
32.876513664325,864
32.87686541273,1500
32.877080161096,864
32.877449909429,1500
32.878437657622,864
32.88088815355,1500
32.881102901401,864
32.881410649218,944
32.882039396937,92
32.999065900742,116
33.449796021612,116
33.451784471295,122
33.452607107974,116
33.456726706182,122
33.460048984216,122
33.460178678575,14
33.460537678575,1500
33.474746646408,864
33.495892028474,1500
33.496113947546,864
33.50631591678,1500
33.52477288677,864
33.561856235768,1500
33.599750092746,864
33.600083007066,944
33.607474968497,14
33.60966549471,1500
33.61294645265,14
33.632279936379,864
33.661134936379,1500
33.668494300918,14
33.701084300918,864
33.717267209886,1500
33.719035118766,864
33.721416027542,1500
33.722329936272,864
33.732870936272,944
33.752644936272,1500
33.767776842926,864
33.785030842926,1500
33.785252748784,864
33.786201654606,1500
33.794221560054,864
33.802700560054,1500
33.824786560054,864
33.825128464094,944
33.82660136807,1500
33.83741936807,864
33.84230327133,1500
33.85717127133,864
33.87234627133,1500
33.91093827133,864
33.95307727133,1500
33.973499168602,864
33.981529168602,944
33.992240168602,1500
34.014020168602,864
34.066716168602,1500
34.104336168602,864
34.134388168602,1500
34.156854057528,864
34.171741057528,1500
34.191865057528,864
34.21898894363,944
34.225813829426,1500
34.242436829426,864
34.254470829426,1500
34.284881829426,864
34.297958711942,1500
34.306307202359,864
34.320636202359,1500
34.350840202359,864
34.377950202359,944
34.405600079995,1500
34.417669079995,864
34.432052079995,1500
34.477430079995,864
34.517067079995,1500
34.517288952557,864
34.530915952557,1500
34.539979824091,864
34.548324824091,944
34.560682824091,1500
34.608706824091,864
34.647065824091,1500
34.672589824091,864
34.690906688799,1500
34.703047688799,864
34.710590688799,1500
34.710812552599,864
34.716642416135,944
34.724644416135,1500
34.739818416135,864
34.747720278273,1500
34.756504278273,864
34.766594278273,1500
34.788959278273,864
34.805560137795,1500
34.821022137795,864
34.832031137795,944
34.839330995779,122
34.839476995779,122
34.839640995779,122
34.839836995779,104
34.83997885373,14
34.84011585373,122
34.84022585373,122
34.84033585373,110
34.84040985373,116
34.84058785373,98
34.84069785373,110
34.84090685373,122
34.84098085373,116
34.84128585373,1500
34.842901890178,864
34.843680926668,1500
34.844478963214,864
34.844847999777,1500
34.84506203636,864
34.845769072962,1500
34.848675824935,864
34.84905486176,944
34.85468475985,14
34.854870759846,14
34.8594268346,1500
34.860411060822,864
34.865933756216,1500
34.872902917294,14
34.879611678303,14
34.884305678303,864
34.886253945992,1500
34.90167333277,864
34.903854562974,1500
34.914970559812,864
34.915831791078,944
34.927916847854,92
34.928103847854,92
34.928444847854,1500
34.945841378235,864
34.947787009702,1500
34.962715968078,864
34.976345185621,14
34.977593148952,14
34.98183876655,1500
34.986671857215,14
34.988274822187,14
34.98843074546,14
34.991709745681,14
34.995096683581,864
35.001279787217,14
35.001948787262,14
35.002845787323,14
35.00354474999,14
35.007588291245,14
35.009415033103,1500
35.012558448142,14
35.026754559312,864
35.055727750759,14
35.062009750759,944
35.07051475176,14
35.08899968616,1500
35.12410868616,864
35.15747268616,1500
35.19157368616,864
35.23992268616,1500
35.26829968616,864
35.28907268616,1500
35.289294523866,864
35.303705523866,944
35.324550523866,1500
35.352846523866,864
35.368718358008,1500
35.370252192074,864
35.382043192074,1500
35.398936192074,864
35.433956192074,1500
35.462423192074,864
35.508307192074,944
35.550905192074,1500
35.590136192074,864
35.620269192074,1500
35.636093014208,864
35.651727014208,1500
35.65194883563,864
35.657615656806,1500
35.658493477936,864
35.660920298958,944
35.674062119396,1500
35.686455119396,864
35.707012119396,1500
35.715034937992,864
35.71638975653,1500
35.721790574824,864
35.737478574824,1500
35.73826639238,864
35.74981539238,944
35.76204739238,1500
35.79157639238,864
35.83476839238,1500
35.839912205386,864
35.84141501833,1500
35.85597701833,864
35.856862830583,1500
35.858693642749,864
35.862939454727,944
35.877736454727,1500
35.880672265911,864
35.881982077043,1500
35.883524888099,864
35.888016888099,1500
35.891061698817,864
35.892740509468,1500
35.907050509468,864
35.920597509468,944
35.951261509468,1500
35.977496509468,864
35.998125509468,1500
36.036708509468,864
36.062314509468,1500
36.096487509468,864
36.126647509468,1500
36.156527509468,864
36.18338130714,944
36.184009104784,1500
36.197266104784,864
36.198061901802,1500
36.211651901802,864
36.231830901802,1500
36.260846696018,864
36.267903696018,1500
36.277254696018,864
36.290647488909,944
36.298307488909,1500
36.316100280665,864
36.322514072143,1500
36.339389072143,864
36.354888072143,1500
36.357709862047,864
36.367394862047,1500
36.385376862047,864
36.415645862047,944
36.416507649341,1500
36.431123649341,864
36.442023649341,1500
36.467709649341,864
36.511432649341,1500
36.534499649341,864
36.534966431373,1500
36.535979213351,864
36.537820995249,944
36.544520995249,122
36.544621995249,122
36.545025995249,1500
36.547998776693,864
36.556117776693,1500
36.559180557641,864
36.569981557641,1500
36.584930557641,864
36.601086336737,1500
36.621453114921,864
36.638114114921,944
36.649346114921,86
36.652273114921,122
36.657333114921,110
36.659050499734,110
36.65925286239,14
36.668191081451,116
36.670358220132,14
36.671012779827,14
36.677585402418,116
36.678285143983,14
36.68521971378,122
36.68774589377,122
36.69639689377,122
36.70433289377,104
36.713127673915,122
36.715402160684,14
36.71800234348,122
36.719484717347,14
36.720316717388,14
36.720943717419,14
36.722308739501,116
36.724541326357,14
36.730744920273,122
36.732180548098,14
36.73231195284,14
36.732632952856,14
36.733131449342,14
36.735550007134,122
36.735849007134,122
36.743616337043,116
36.752491679909,1500
36.784986989158,864
36.786315161106,1500
36.787306333215,864
36.789586302227,1500
36.799091476636,864
36.810650445503,1500
36.810868620944,864
36.811188796422,944
36.811950972034,122
36.812660972054,122
36.812842972054,122
36.812943972054,122
36.813089972054,122
36.813204972054,92
36.813382972054,92
36.813660972054,1500
36.821058780886,14
36.827114520709,864
36.835369715782,14
36.835690715795,14
36.836827715839,14
36.842051969378,14
36.847014777694,14
36.848237777694,1500
36.84970115261,14
36.850586152645,14
36.852016567556,14
36.860120072746,14
36.860765072771,14
36.882065725666,864
36.884108217682,1500
36.898661217682,864
36.913553103337,1500
36.943322498516,864
36.967617353057,944
36.975268353057,1500
36.977214782084,864
36.980585211431,1500
36.997601953548,864
36.999774384807,1500
37.000533816158,864
37.015267816158,1500
37.030642978361,864
37.062522978361,944
37.071141416749,1500
37.082715416749,864
37.101688416749,1500
37.139695416749,864
37.178090416749,1500
37.210445416749,864
37.246815416749,1500
37.276164416749,864
37.315208416749,944
37.336530416749,1500
37.365456416749,864
37.402402416749,1500
37.435063416749,864
37.468040416749,1500
37.511222416749,864
37.547709416749,1500
37.587453416749,864
37.612367416749,944
37.644795416749,1500
37.686699416749,864
37.730431416749,1500
37.771183416749,864
37.792730416749,1500
37.823231416749,864
37.868619416749,1500
37.897509416749,864
37.934726416749,944
37.973634416749,1500
38.012775416749,864
38.034232416749,1500
38.067658416749,864
38.104874416749,1500
38.139749416749,864
38.169009416749,1500
38.206944416749,864
38.242244416749,944
38.280648416749,1500
38.308431416749,864
38.348005416749,1500
38.383249416749,864
38.410466416749,1500
38.447978416749,864
38.479794416749,1500
38.517450416749,864
38.556017416749,944
38.583360416749,1500
38.613411416749,864
38.654146416749,1500
38.688823416749,864
38.723384416749,1500
38.760230416749,864
38.789346416749,1500
38.819730416749,864
38.853851416749,944
38.903910416749,1500
38.937696416749,864
38.976766416749,1500
39.021874416749,864
39.051476416749,1500
39.086477416749,864
39.121902416749,1500
39.152934416749,864
39.182834416749,944
39.222561416749,1500
39.252639416749,864
39.287857416749,1500
39.316378416749,864
39.362855416749,1500
39.404876416749,864
39.435162416749,1500
39.464196416749,864
39.488417416749,944
39.513420416749,1500
39.544821416749,864
39.588319416749,1500
39.625858416749,864
39.656630416749,1500
39.686948385922,864
39.723400427623,1500
39.762874427623,864
39.809811427623,944
39.853768427623,1500
39.890371427623,864
39.907031427623,1500
39.949475427623,864
39.996312427623,1500
40.036497427623,864
40.060879427623,1500
40.100047427623,864
40.138056427623,944
40.181455427623,1500
40.219120427623,864
40.253582427623,1500
40.284218427623,864
40.316700427623,1500
40.363473427623,864
40.395091427623,1500
40.438543427623,864
40.463160427623,944
40.499224427623,1500
40.540489427623,864
40.566869427623,1500
40.604399427623,864
40.644864427623,1500
40.687380427623,864
40.721617427623,1500
40.754530427623,864
40.790577427623,944
40.822411427623,1500
40.854316427623,864
40.879634427623,1500
40.919999427623,864
40.951581427623,1500
40.998075427623,864
41.028667427623,1500
41.059474427623,864
41.093496427623,944
41.134897427623,1500
41.167090427623,864
41.196506427623,122
41.204824427623,116
41.206034007227,14
41.206927007227,122
41.214309007227,116
41.21550958643,14
41.216572165604,122
41.223967825397,116
41.22840266364,1500
41.26366118338,864
41.28324618338,1500
41.31867018338,864
41.36125018338,1500
41.39046418338,864
41.42578018338,92
41.46789718338,92
41.50159918338,92
41.53353718338,92
41.57695918338,104
41.58149318338,104
41.582150747121,14
41.58891607277,110
41.592009898444,116
41.598203207323,1500
41.607362605373,864
41.612387112978,1500
41.615195064647,864
41.615530540611,1500
41.630368793751,864
41.631033271465,1500
41.631952749319,864
41.641427481623,944
41.641908960589,110
41.642063960589,116
41.642272960589,122
41.642364960589,122
41.642555960589,122
41.642923960589,1500
41.652358367768,14
41.655756367768,864
41.658698695365,1500
41.659589176317,864
41.662292583556,14
41.667588912426,98
41.667739912426,92
41.667845912426,92
41.668063394349,92
41.66852087632,92
41.669659358423,92
41.669858840551,92
41.67190032292,92
41.672579805361,92
41.674145626831,92
41.674630109506,92
41.67989751177,14
41.680243071382,14
41.680732072532,14
41.686184934728,92
41.686384418728,92
41.697584985527,92
41.698819470946,92
41.710420957202,92
41.712608930984,92
41.713156418015,92
41.713337905074,92
41.714467392253,92
41.71508787949,1500
41.718956784321,864
41.728347140395,1500
41.750877119686,864
41.799544222984,1500
41.799763140347,864
41.812274764788,1500
41.838746202744,864
41.839103126199,944
41.849245020566,92
41.849414020566,92
41.849791020566,1500
41.857802026832,864
41.85899382637,1500
41.86855182637,864
41.886839837313,1500
41.904801940023,864
41.914414940023,1500
41.916748489719,864
41.924276287316,14
41.924493798476,14
41.925449309703,14
41.926389821039,14
41.929868821039,944
41.932042370099,1500
41.933057773459,14
41.942388883087,14
41.942721396333,14
41.943555261677,14
41.946777261862,14
41.947178775616,14
41.948266519646,864
41.951531582173,14
41.956179987847,14
41.956406502671,14
41.961267522925,14
41.965655561167,1500
41.971623302854,14
41.972016302877,14
41.972697302916,14
41.993110849415,864
41.994136395875,1500
42.010255395875,864
42.031901395875,1500
42.071969395875,864
42.105316395875,944
42.130888936619,1500
42.145900936619,864
42.167276936619,1500
42.193529936619,864
42.220521936619,1500
42.220743473604,864
42.235369473604,1500
42.255997473604,864
42.274575473604,944
42.287738007802,1500
42.28849854196,864
42.29618554196,1500
42.31242154196,864
42.33026054196,1500
42.38204654196,864
42.42227754196,1500
42.46115754196,864
42.48300254196,944
42.52182054196,1500
42.54760554196,864
42.58575754196,1500
42.62675254196,864
42.647953061161,1500
42.666654579582,864
42.667432097976,1500
42.678354233483,14
42.678506354738,14
42.678872354742,14
42.681160911853,14
42.681409911855,14
42.682248589884,14
42.683864589884,864
42.696048588881,14
42.696952106063,944
42.728568245896,1500
42.757179245896,864
42.75753776055,1500
42.76833776055,864
42.78914676055,1500
42.83710776055,864
42.863470270817,1500
42.866945780932,864
42.879592780932,944
42.893597780932,1500
42.921850288773,864
42.922564796589,1500
42.932581796589,864
42.939949303689,1500
42.940170810772,864
42.947578810772,1500
42.957334810772,864
42.993507810772,944
43.026421810772,1500
43.069666810772,864
43.074575312302,1500
43.075542813787,864
43.085560813787,1500
43.112371813787,864
43.145582813787,1500
43.147927312282,864
43.162968312282,944
43.163829810126,1500
43.179849810126,864
43.191649810126,1500
43.191871306808,864
43.193247803439,1500
43.194044300031,864
43.196631796521,1500
43.201735292796,864
43.212150292796,944
43.228207292796,1500
43.264738292796,864
43.287531785539,1500
43.305963785539,864
43.318519785539,1500
43.355923785539,864
43.372006274804,1500
43.372919764023,864
43.386880252673,1500
43.388620741246,864
43.401770741246,1500
43.401992229269,864
43.408050229269,1500
43.408271717033,864
43.408666204786,1500
43.417414204786,864
43.433615204786,1500
43.480640204786,864
43.505652204786,1500
43.536585204786,864
43.586887204786,1500
43.629880204786,864
43.660715204786,1500
43.670223681787,864
43.685092681787,1500
43.68990915798,864
43.70214415798,116
43.70221815798,116
43.70236415798,122
43.70256915798,104
43.70296415798,1500
43.714356543917,864
43.715418019068,1500
43.73506693126,864
43.736395405566,14
43.748492405566,1500
43.761584879082,14
43.780035879059,864
43.810168879059,1500
43.847833879059,864
43.879749879059,944
43.881951347382,104
43.882066347382,98
43.882266347382,122
43.882367347382,110
43.882549347382,122
43.882677347382,122
43.883077552008,1500
43.886356326928,864
43.89912642082,1500
43.904905888207,864
43.914653888207,1500
43.926272888207,864
43.940029354161,1500
43.953304354161,864
43.965969354161,944
44.000983354161,116
44.006619422419,110
44.014722360623,116
44.020016836292,110
44.029109214682,86
44.02927458954,14
44.029505589535,14
44.030457589535,92
44.03268858947,14
44.03767358947,1500
44.038221873171,14
44.073682474255,864
44.080628582972,14
44.080877582988,14
44.084148582988,1500
44.09357674984,864
44.094029523199,1500
44.095576296823,864
44.115649400625,1500
44.119192177197,864
44.119546953802,944
44.120711730578,116
44.120911730578,122
44.121111730578,122
44.121506730578,1500
44.138322245216,864
44.155948110444,1500
44.156164891707,864
44.166426673609,1500
44.167371456295,864
44.175140022743,1500
44.175356806444,864
44.176085590223,944
44.176466374049,1500
44.186922158356,864
44.187694943601,1500
44.187911728897,864
44.189454514376,1500
44.191226300131,864
44.205098178155,1500
44.205979965749,864
44.20664575342,944
44.207801328961,1500
44.208018116814,864
44.212734905257,1500
44.223245694304,864
44.223662484129,1500
44.223879274001,864
44.235315065318,1500
44.254613628933,864
44.255252422799,944
44.25621621678,1500
44.256433010799,864
44.257750804966,1500
44.259864393706,864
44.262579729668,1500
44.266293460256,864
44.267278255649,1500
44.269014051272,864
44.27786964427,944
44.278277441055,1500
44.279132237968,864
44.283922035677,1500
44.296885834017,864
44.304107173483,1500
44.311820173483,864
44.31257497464,1500
44.32155837,864
44.324822172734,944
44.325750975574,1500
44.341727779423,864
44.343099584496,1500
44.343316389609,864
44.346786195154,1500
44.36490713824,864
44.366387754276,1500
44.36724256245,864
44.367487370657,92
44.367637819161,14
44.368014819161,1500
44.368228998839,864
44.368423819145,14
44.368710819145,1500
44.368924998858,864
44.370965178613,1500
44.371179358438,864
44.371403538276,98
44.371536538276,92
44.371700538276,116
44.371900538276,122
44.372064538276,116
44.372201538276,122
44.372569538276,1500
44.393794658591,864
44.39441183956,1500
44.408455573382,864
44.408814020223,1500
44.425114202233,864
44.448367314663,1500
44.494723453256,864
44.539156326162,14
44.54359397035,14
44.543800159018,14
44.544148159027,14
44.548900347721,944
44.56026493536,14
44.581834769209,1500
44.604778681834,864
44.635364361548,1500
44.667832562172,864
44.697152358265,1500
44.70813777516,864
44.725417894519,1500
44.786016419247,864
44.799592081598,944
44.812194327537,1500
44.832140378322,14
44.833383244951,14
44.833686244975,14
44.834700245057,14
44.835057245086,14
44.835309514496,14
44.837795882908,14
44.838125882934,14
44.838437882934,864
44.839522383748,14
44.869047921164,1500
44.881687060195,14
44.892803495924,864
44.898843495924,1500
44.901122922808,864
44.912284429898,14
44.918435429898,1500
44.926715429898,864
44.93896728113,944
44.952938883076,14
44.957189550016,1500
44.958003974603,864
44.959556399132,1500
44.964885823441,864
44.979164380027,1500
44.996561380027,864
45.008746802574,1500
45.019033802574,864
45.034542802574,944
45.079669802574,1500
45.103861802574,864
45.132356802574,1500
45.177077802574,864
45.208245802574,1500
45.244452802574,864
45.281056802574,1500
45.303160802574,864
45.336669802574,944
45.376945802574,1500
45.417770208651,864
45.426060208651,1500
45.430282614226,864
45.432996019697,1500
45.444516019697,864
45.454291019697,1500
45.486313019697,864
45.524205019697,944
45.554050019697,1500
45.598888019697,864
45.606820418202,1500
45.617791418202,864
45.637259418202,1500
45.657428814673,864
45.662960210925,1500
45.675056210925,864
45.691905210925,1500
45.739749210925,864
45.773350210925,116
45.779409210925,122
45.785846210925,116
45.789012382761,116
45.791470850369,122
45.800735217115,1500
45.800956607848,864
45.804457998448,1500
45.818848998448,864
45.819671388436,1500
45.828680388436,864
45.846033388436,1500
45.872817776299,864
45.877427776299,944
45.885878776299,86
45.889948776299,122
45.891210776299,122
45.891356776299,110
45.897073776299,116
45.906175913182,116
45.912180574399,116
